Hallway Type,Time To Subway St.,Subway Station,No. Facilities Nearby,No. Public Offices Nearby,No. Universities Nearby,No. Parking Lots,Year Built,No. Facilities Inside,Unit Area (sqft),Sale Price (KRW)
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,910,95132
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,182300
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,343362
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,130088
Corridor,No Stations Nearby,No Stations Nearby,1,4,1,218,2014,1,156,61946
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,907,331858
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,198230
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,132300
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,469026
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,232743
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1743,300884
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,263716
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,276991
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,163716
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,292035
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,276106
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1761,172566
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,81415
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,145575
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,369911
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,1167,385840
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,174336
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,123893
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,116814
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,382300
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,172566
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,185840
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,87610
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,843,325221
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,169911
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,636,247787
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,159557
Terraced,0 - 5 min,Myungduk,5,7,5,1174,1980,9,910,54867
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,110619
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,153982
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,914,136283
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,54867
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,161946
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,187610
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,264601
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,192920
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,261061
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,194690
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,290265
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,811,177699
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,188495
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1437,320353
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,245575
Corridor,No Stations Nearby,No Stations Nearby,1,4,1,218,2014,1,156,59911
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,903,202212
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,287610
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1419,291415
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,1184,194690
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,305309
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,914,283185
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,233628
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,197345
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,640,138938
Corridor,5 min - 10 min,Banwoldang,0,3,2,108,2014,2,288,84070
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,644,269911
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,211504
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,558,76106
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,266371
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,185840
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,199115
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,189380
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,238938
Mixed,15 min - 20 min,Chilsung,1,7,3,56,2003,5,907,123893
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,276991
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,296460
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1690,455752
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,223008
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,46017
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,285840
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,242920
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,212389
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,207079
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,123008
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,644,150442
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,357522
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1412,406194
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,205309
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,255309
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,236283
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,293805
Corridor,5 min - 10 min,Daegu,2,5,0,76,1985,3,587,69911
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,472566
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,336283
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1149,250442
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,340707
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,351327
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,296460
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,231858
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,161061
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,73008
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,141592
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,451,46902
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,214159
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,43185
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1313,262831
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,914,382300
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,170353
Corridor,5 min - 10 min,Daegu,2,5,0,76,1985,3,587,86725
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,914,370796
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,245132
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,161504
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,165486
Terraced,0 - 5 min,Banwoldang,0,0,0,203,2014,10,914,376106
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,100000
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1690,360176
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,206194
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,44247
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,196460
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,105309
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1761,190265
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,78761
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,85398
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,910,376106
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,793,169911
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,115044
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,353982
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,295575
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,120353
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,346902
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,644,265486
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,113716
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,61946
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,203982
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,81858
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,914,192920
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,907,259026
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,914,354867
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,636,193805
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,361946
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,170796
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,173008
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,263716
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,644,287610
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,460176
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,914,341150
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,779,194690
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,2056,378761
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,871,115044
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1743,342477
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,644,100000
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,38761
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1437,287610
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,640,96460
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1761,218584
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1334,315929
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,903,201327
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,164601
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,178761
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,846,330973
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,200884
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,343628
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1313,214159
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,194690
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,256637
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,356637
Terraced,0 - 5 min,Banwoldang,0,0,0,203,2014,10,914,369026
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,1160,250000
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,130973
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,558,63274
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,384070
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,914,84070
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,189380
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,907,349557
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,430,84955
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,88495
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,636,253982
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,371681
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,88495
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,325663
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,290265
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,94690
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,914,210619
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,217699
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,353982
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,257522
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,211061
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,318584
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,198230
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1412,295575
Corridor,5 min - 10 min,Banwoldang,0,3,2,108,2014,2,213,74955
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,910,367256
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,1327,166371
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,162831
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,176106
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,188495
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,644,84070
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,2056,402654
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,1448,123893
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,644,247787
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,1160,207522
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,910,175221
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,145628
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,2056,314159
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,276991
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,235840
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,300884
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,907,281415
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,430,88495
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,247787
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,204424
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,1167,264424
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1313,176991
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,793,97345
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,910,94690
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,133628
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,644,88495
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,400884
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,2056,362831
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,346902
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,139823
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,89380
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,158407
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,319469
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,150442
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,1085,515044
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,252212
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,260619
Corridor,5 min - 10 min,Banwoldang,0,3,2,108,2014,2,213,75221
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1288,179646
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,55752
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,184070
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,263716
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1690,365486
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,343362
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1928,526548
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1796,265486
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,135398
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,151327
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,181415
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,253982
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1519,484955
Mixed,15 min - 20 min,Chilsung,1,7,3,56,2003,5,907,123008
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,225663
Corridor,5 min - 10 min,Banwoldang,0,3,2,108,2014,2,288,99115
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,644,265486
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,151769
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,644,247787
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,325663
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,246902
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,113274
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,644,321238
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,193805
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,66371
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1273,296460
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1519,362831
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1366,256637
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,345132
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,176991
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,334513
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,185840
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,140265
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,242477
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1419,236725
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,339035
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,644,131858
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1313,154867
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,245132
Corridor,5 min - 10 min,Banwoldang,0,3,2,108,2014,2,213,72566
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,910,384955
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1366,270796
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,907,336283
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,203539
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,636,224778
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1419,333628
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,1160,262920
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,203539
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,262831
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,238938
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1629,319469
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,304424
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,281415
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,871,233185
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,181415
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,299115
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,126548
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,106194
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,903,181415
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,347787
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,59292
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,34070
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1437,283185
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,243362
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,857,256637
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,387610
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,214159
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,230088
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,156637
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,320353
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,1092,411504
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,1184,230088
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,206194
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1743,314159
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1743,453982
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,141592
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,59911
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1444,283185
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,903,184070
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,640,123893
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,910,388495
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,115044
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,811,219911
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,169026
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,180973
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,267699
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,320353
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,273893
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,2056,307079
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,429203
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,288495
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,644,272566
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,811,253097
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1273,289380
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,914,344247
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,314159
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,914,327433
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1444,405309
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,644,87610
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,223008
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,147787
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1448,344247
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,181415
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,290707
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,201769
Terraced,5 min - 10 min,Daegu,0,3,2,400,2015,7,914,345132
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,166371
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1928,423619
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,1088,442477
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,157079
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,166371
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,269911
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,914,131858
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,240707
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,241592
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,300000
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,283185
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,644,104424
Terraced,0 - 5 min,Banwoldang,0,0,0,203,2014,10,914,361061
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1313,291247
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,910,390707
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1743,345132
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,310079
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,155752
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,644,84955
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,159734
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,914,101769
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,281415
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,314159
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,640,61946
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1928,471238
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,253982
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,126991
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,230088
